ORF,max_5_ind_1,max_5_ind_2,max_5_ind_3,max_5_ind_4,max_5_ind_5
YKR087C,6481,6352,5489,5959,6257
YKR088C,1139,4825,1121,5569,6313
YKR089C,3813,5477,5993,3762,3148
YKR090W,891,6635,4335,2773,424
YKR091W,2989,1853,47,5822,6423
YKR092C,6061,783,4300,4278,5066
YKR093W,6339,6667,3478,5902,2192
YKR094C,846,298,446,6560,1804
YKR095W,3449,3939,4638,2647,3296
YKR095W-A,3449,3939,4638,2647,877
YKR096W,2250,4481,5910,3915,5764
YKR097W,5235,4497,5686,2157,489
YKR098C,5863,1840,5051,4270,1868
YKR099W,879,1187,4476,1897,4216
YKR100C,3875,3698,3904,3367,5601
YKR101W,812,4569,1278,4671,2056
YKR102W,3227,2991,4928,1851,5879
YKR103W,665,5541,3024,708,1097
YKR104W,5541,3024,665,5628,4005
YKR105C,5055,4009,2644,6136,1878
YKR106W,650,4008,5055,6136,1159
YLL001W,3083,444,6507,3372,3937
YLL002W,5369,3375,5142,2637,258
YLL003W,6005,5311,6422,2171,4584
YLL004W,4671,6632,4383,1662,313
YLL005C,2024,3980,2977,6111,4028
YLL006W,8,2318,5558,58,5239
YLL006W-A,4065,2117,-2,-2,-2
YLL007C,4547,5668,5303,2985,1447
YLL008W,5066,802,1721,5174,6200
YLL009C,3872,2395,6292,4029,274
YLL010C,5779,4789,6199,5828,1396
YLL011W,3327,5066,3769,522,5000
YLL012W,5488,710,5094,5820,3991
YLL013C,4019,5523,1919,22,938
YLL014W,3882,625,3582,2331,3041
YLL015W,665,5628,1176,4072,1475
YLL016W,-2,-2,-2,-2,-2
YLL017W,-2,-2,-2,-2,-2
YLL018C,3872,2395,5912,6292,4019
YLL018C-A,3872,2395,6292,4019,2884
YLL019C,4032,926,4031,4987,875
YLL019W-A,4030,-2,-2,-2,-2
YLL020C,4030,2864,6354,5639,5606
YLL021W,4434,5394,1899,5980,5419
YLL022C,3375,1689,6157,3170,5141
YLL023C,1284,4888,6485,5909,4100
YLL024C,4954,6405,5117,5761,4038
YLL025W,764,4120,5109,3491,3204
YLL026W,5761,1214,6405,5177,5117
YLL027W,6525,6216,3618,2112,3705
YLL028W,5894,3145,5178,3144,6215
YLL029W,2319,1135,1929,1552,3394
YLL030C,4347,4045,1503,4044,4043
YLL031C,2239,1358,4171,1392,2966
YLL032C,4984,4731,4023,6500,6467
YLL033W,6575,5874,4634,1616,3406
YLL034C,6200,6020,1721,4802,2207
YLL035W,3964,5305,2852,5784,2346
YLL036C,5900,1729,4984,989,4652
YLL037W,-2,-2,-2,-2,-2
YLL038C,2732,4056,4309,160,5689
YLL039C,336,4699,6009,310,2143
YLL040C,1143,1768,5122,5976,3418
YLL041C,5801,3300,6664,1221,3822
YLL042C,2945,488,5346,5476,4923
YLL043W,4197,2468,6574,1612,3173
YLL044W,2198,6233,4145,4050,4047
YLL045C,846,298,446,6560,1804
YLL046C,6354,3207,5385,2543,822
YLL047W,4823,-2,-2,-2,-2
YLL048C,5541,2533,4676,3568,2560
YLL049W,5071,6336,2897,1145,5077
YLL050C,1998,4848,5861,5257,1170
YLL051C,4130,4116,2000,2167,2732
YLL052C,4065,6665,3429,6367,3842
YLL053C,4064,3429,6367,3842,3049
YLL054C,4067,414,4061,1966,5934
YLL055W,4066,4069,5725,732,5724
YLL056C,4743,4071,898,4072,2580
YLL057C,3194,4067,4071,4070,5725
YLL058W,2281,2531,2376,1831,10
YLL059C,4068,4070,4069,4073,4072
YLL060C,1585,615,5826,-2,3252
YLL061W,4074,4071,2425,2728,1305
YLL062C,4073,4283,1831,2281,1764
YLL063C,1475,5894,5005,6081,5722
YLL064C,5548,81,579,3204,2738
YLL065W,4080,4079,4081,4078,4082
YLL066C,4079,3205,4595,3492,4081
YLL066W-A,4078,4081,2024,3009,4080
YLL066W-B,393,4208,3336,4077,4081
YLL067C,3006,2744,4597,5465,4595
YLL067W-A,4081,4080,4078,4077,1997
YLR001C,0,5771,5902,4065,2607
YLR002C,5066,2856,802,6375,1721
YLR003C,2268,642,611,5886,1355
YLR004C,5609,6378,5884,6427,3620
YLR005W,1367,1115,6514,1925,1530
YLR006C,1015,5500,730,3390,4197
YLR007W,4503,5586,1645,1344,878
YLR008C,3036,3540,6221,3364,3407
YLR009W,5066,1869,2856,802,6375
YLR010C,1000,1119,551,4580,4339
YLR011W,5762,1311,3860,1305,658
YLR012C,18,998,4065,4095,1002
YLR013W,3226,447,4587,18,6177
YLR014C,4545,4717,3891,3392,5045
YLR015W,1541,440,6299,2887,86
YLR016C,2271,3211,5480,6222,5064
YLR017W,6577,6527,3861,4231,1469
YLR018C,4888,4633,861,4915,4714
YLR019W,5779,5340,5502,4778,5433
YLR020C,5488,710,5094,5820,3991
YLR021W,6305,3881,4302,2638,438
YLR022C,5286,6472,6375,2855,1454
YLR023C,5659,3313,3704,5745,4812
YLR024C,2153,4856,789,2111,2238
YLR025W,4542,3936,1557,3597,3663
YLR026C,4968,3014,5814,1235,2722
YLR027C,995,3392,71,2157,489
YLR028C,1478,2588,4476,2334,4141
YLR029C,846,298,446,6560,1804
YLR030W,4113,4883,4065,2056,3899
YLR031W,4112,221,1005,2602,1608
YLR032W,724,6103,2183,2153,1129
YLR033W,4739,2070,3150,3908,6491
YLR034C,2000,5682,2805,4812,1655
YLR035C,1955,930,1134,5647,750
YLR035C-A,2392,1373,5006,681,686
YLR036C,4954,6405,4065,3966,1550
YLR037C,764,3491,4037,3204,5109
YLR038C,6703,5801,2064,2807,3431
YLR039C,1178,4369,3319,3926,1262
YLR040C,1684,4517,6350,3854,4124
YLR041W,4123,647,700,4795,6350
YLR042C,5313,1302,3133,3913,645
YLR043C,6249,4629,4193,1414,3599
YLR044C,45,5642,3726,4219,2948
YLR045C,609,1695,3170,1733,3286
YLR046C,5916,5906,3510,3620,4588
YLR047C,4063,5712,3895,4317,6139
YLR048W,846,298,446,6560,1804
YLR049C,5158,4133,65,4362,4065
YLR050C,5027,6324,4132,3761,2115
YLR051C,3769,5228,4021,1400,1519
YLR052W,1966,5934,770,1236,1833
YLR053C,2279,6290,5308,4589,6225
YLR054C,2822,2869,5448,1303,2328
YLR055C,5708,335,1219,1461,2637
YLR056W,2430,4765,2754,4973,2105
YLR057W,3627,2984,502,2132,1108
YLR058C,3982,4957,1051,4878,1677
YLR059C,2662,4191,6481,5080,3981
YLR060W,1979,6505,205,5654,4028
YLR061W,846,298,446,6560,1804
YLR062C,4144,2198,6502,4159,4056
YLR063W,3116,5174,404,547,5207
YLR064W,1284,1887,984,5909,427
YLR065C,363,1232,2083,2114,99
YLR066W,3504,3233,4659,4699,5841
YLR067C,6690,4306,2485,2606,814
YLR068W,2123,4764,2657,5000,6035
YLR069C,5932,526,2164,1288,982
YLR070C,2872,2577,4471,6532,3381
YLR071C,2224,5695,2817,1740,1364
YLR072W,2885,817,58,1637,2318
YLR073C,1105,6242,310,5524,6023
YLR074C,1869,5228,6251,1721,1140
YLR075W,846,298,446,6560,4879
YLR076C,4158,2198,4145,6502,4056
YLR077W,5607,93,5007,2556,1442
YLR078C,3014,2722,4108,4377,3873
YLR079W,1960,424,6579,6578,1389
YLR080W,2007,4356,6654,4165,2670
YLR081W,269,268,270,4654,1040
YLR082C,4239,4235,4164,4653,6315
YLR083C,5697,4167,4165,1855,2649
YLR084C,6051,2411,4470,2275,697
YLR085C,4643,1556,1395,5225,2366
YLR086W,4381,227,2059,1386,4503
YLR087C,2867,1527,1868,3262,2938
YLR088W,1504,2966,1392,4586,4043
YLR089C,995,71,1150,1987,3778
YLR090W,4090,6265,1378,4777,1659
YLR091W,6575,6056,5336,4045,2526
YLR092W,3505,3634,5400,6637,2058
YLR093C,5844,4968,2311,175,2722
YLR094C,4603,6671,5378,6117,2129
YLR095C,4796,520,2041,3323,1162
YLR096W,1933,3142,5751,4951,1655
YLR097C,1389,4328,907,556,1362
YLR098C,645,5583,785,5816,1821
YLR099C,2967,5674,5919,2402,6601
YLR099W-A,5578,5388,3936,3706,3663
YLR100W,2092,4606,2835,2430,2754
YLR101C,4184,4988,5251,1974,5985
YLR102C,777,2068,213,3237,2340
YLR103C,4671,5396,6595,5385,6648
YLR104W,2181,3331,3178,1887,309
YLR105C,6241,88,4813,3221,5344
YLR106C,729,1140,2852,6251,6020
YLR107W,4142,5061,5731,5573,5175
YLR108C,4548,3367,2103,2342,882
YLR109W,2593,4629,3018,4126,1523
YLR110C,2575,3766,3726,5995,5715
YLR111W,4194,5195,1191,4138,1189
YLR112W,683,1487,632,1596,5821
YLR113W,5290,1860,1806,5956,1015
YLR114C,3901,3807,3712,2544,5868
YLR115W,3587,6565,5923,4815,5443
YLR116W,4984,3742,1427,6340,3079
YLR117C,3849,5900,1729,318,4984
YLR118C,2796,5446,475,5452,1320
YLR119W,589,6223,2590,4107,6158
YLR120C,5361,2378,1185,1694,2355
YLR120W-A,4206,6372,-2,-2,-2
YLR121C,4205,4297,3770,2355,4204
YLR122C,4208,4065,-2,-2,-2
YLR123C,4207,3336,393,4080,1723
YLR124W,4210,4211,4212,4214,4213
YLR125W,4392,4209,4390,4145,2316
YLR126C,613,276,898,4209,6190
YLR127C,777,213,2340,1157,3685
YLR128W,907,4419,5693,1180,2367
YLR129W,3327,5066,3769,522,5000
YLR130C,3851,3037,5103,5016,3313
YLR131C,4396,5283,1187,5183,4795
YLR132C,814,1905,4048,2664,170
YLR133W,2585,1188,2371,5248,6269
YLR134W,4127,45,3726,2458,5642
YLR135W,501,355,4958,1455,2927
YLR136C,6141,2167,1192,1699,1138
YLR137W,2232,6384,1488,1687,280
YLR138W,3354,3391,1076,1526,3353
YLR139C,814,1043,5066,3290,1995
YLR140W,4226,1844,-2,-2,-2
YLR141W,5044,6044,147,136,3280
YLR142W,2790,1742,3677,6270,6105
YLR143W,521,4275,3125,200,3868
YLR144C,5315,288,365,6392,291
YLR145W,36,533,2821,2396,432
YLR146C,5605,3861,6527,4099,2828
YLR146W-A,4233,6529,1379,3175,4065
YLR147C,5900,4984,989,4652,6552
YLR148W,4516,1,5003,1117,848
YLR149C,4740,5917,1635,4461,4239
YLR149C-A,458,2440,409,5263,1663
YLR150W,3856,5301,5593,4111,3619
YLR151C,2163,369,2774,5907,3213
YLR152C,4235,4165,4264,4241,74
YLR153C,6219,137,62,6131,4867
YLR154C,1335,5187,4247,4245,4243
YLR154C-G,4247,4245,4243,4248,76
YLR154C-H,4245,4242,4247,4248,4065
YLR154W-A,5347,5891,6020,5348,6234
YLR154W-B,4247,4243,4242,4248,76
YLR154W-C,4721,1995,3670,1809,3386
YLR154W-E,4245,4243,4242,4248,76
YLR154W-F,4247,4245,4243,4242,76
YLR155C,4251,4252,4258,4261,5352
YLR156C-A,4065,-2,-2,-2,-2
YLR156W,4249,4252,4258,4261,3585
YLR157C,4251,4258,4261,4249,1076
YLR157C-A,5006,4270,4051,1180,3996
YLR157C-B,5006,5112,4270,2656,4051
YLR157C-C,-2,-2,-2,-2,-2
YLR157W-D,-2,-2,-2,-2,-2
YLR157W-E,4065,-2,-2,-2,-2
YLR158C,4251,4252,4261,4249,1076
YLR159C-A,4065,-2,-2,-2,-2
YLR159W,-2,-2,-2,-2,-2
YLR160C,4109,4251,3392,5612,3778
YLR161W,-2,-2,-2,-2,-2
YLR162W,5039,4239,2565,1485,452
YLR162W-A,4239,452,4065,4267,1527
YLR163C,5801,2064,1652,2774,2566
YLR163W-A,6596,3841,15,5445,667
YLR164W,3814,4875,3300,4053,3822
YLR165C,2159,5991,2550,1951,6376
YLR166C,1724,3087,1207,3345,2333
YLR167W,846,298,446,6560,1804
YLR168C,3718,4296,1231,5292,2416
YLR169W,4274,-2,-2,-2,-2
YLR170C,6486,3807,6428,2708,3499
YLR171W,3050,6674,4272,-2,-2
YLR172C,3868,3125,200,521,4228
YLR173W,3028,3739,3896,4065,6364
YLR174W,5148,4644,5875,62,5235
YLR175W,5066,2857,3126,5000,6381
YLR176C,874,741,371,399,2469
YLR177W,2043,1635,1118,6503,6412
YLR178C,4740,5075,2855,2633,5917
YLR179C,5916,5906,5308,3802,2226
YLR180W,1831,1764,1573,6442,4074
YLR181C,1557,6646,3936,5388,4107
YLR182W,5822,424,5435,47,5478
YLR183C,5456,2292,5622,3929,1254
YLR184W,5340,4659,6528,5350,6502
YLR185W,846,298,446,6560,1804
YLR186W,3327,3769,522,6381,4849
YLR187W,5402,424,5004,3446,3525
YLR188W,6439,6481,1097,5079,2278
YLR189C,886,3292,726,6507,1495
YLR190W,6079,5430,1785,3802,2309
YLR191W,1321,3476,836,1390,4776
YLR192C,6118,333,5090,1499,1128
YLR193C,3718,2416,1231,4271,5292
YLR194C,4539,4206,308,5100,3141
YLR195C,1738,972,396,3020,6070
YLR196W,6061,5594,3848,4890,5000
YLR197W,3327,5066,3769,522,4278
YLR198C,4300,4278,4145,3465,2823
YLR199C,3881,438,2638,4103,6305
YLR200W,5275,2449,1625,4702,3444
YLR201C,2640,2215,5864,4721,5653
YLR202C,4304,3216,4306,-2,-2
YLR203C,2485,6682,3185,4150,6352
YLR204W,4919,4401,3809,4321,3185
YLR205C,5920,4396,3423,3361,2459
YLR206W,5366,2305,172,3212,2934
YLR207W,472,1093,4630,5562,4614
YLR208W,3984,6243,890,5698,3132
YLR209C,5896,1469,5261,3600,4351
YLR210W,424,398,2094,4748,4788
YLR211C,390,4346,354,6280,2049
YLR212C,2946,5244,6005,6603,1418
YLR213C,4421,4422,1437,2529,3779
YLR214W,4771,4812,2167,1892,4535
YLR215C,1744,5234,2883,3501,4809
YLR216C,5761,1265,6405,4954,3789
YLR217W,4319,-2,-2,-2,-2
YLR218C,3872,2395,997,2485,6696
YLR219W,4842,4782,6160,2457,2505
YLR220W,3226,3396,3953,4116,894
YLR221C,5228,5509,2174,3848,6200
YLR222C,3327,5066,3769,522,4278
YLR222C-A,4327,-2,-2,-2,-2
YLR223C,6562,2461,611,5339,3784
YLR224W,4180,1362,4469,1389,556
YLR225C,4065,3665,3066,2566,3417
YLR226W,6631,3263,3812,2489,4723
YLR227C,5648,2267,5921,5348,56
YLR227W-A,5006,4270,4051,1180,3996
YLR227W-B,5006,5112,5142,4270,4051
YLR228C,4973,4824,2851,6523,4139
YLR229C,469,238,911,5424,48
YLR230W,1417,5554,5753,473,4335
YLR231C,228,3520,3317,3573,1498
YLR232W,5791,626,4337,1292,5223
YLR233C,4433,3019,1000,2396,4863
YLR234W,4958,6180,3208,1455,87
YLR235C,4342,1084,4340,97,2279
YLR236C,4341,4340,782,1858,2782
YLR237W,851,1508,4619,3655,6378
YLR238W,5245,4779,4806,2033,3422
YLR239C,52,3301,5944,3869,1189
YLR240W,925,6280,207,2049,4477
YLR241W,4042,6023,1871,1503,445
YLR242C,3319,6549,5488,5803,5499
YLR243W,418,5231,4084,3567,6569
YLR244C,220,1738,2880,971,1140
YLR245C,5481,4312,1469,2917,6520
YLR246W,5670,5215,3142,407,1215
YLR247C,2183,1129,2153,724,344
YLR248W,4197,3390,138,2410,3429
YLR249W,4984,6539,377,5872,5332
YLR250W,2007,4985,843,4163,1591
YLR251W,4358,2372,1295,4281,2855
YLR252W,4357,2633,5917,5023,4281
YLR253W,5976,8,5653,2640,2179
YLR254C,6017,2315,3955,609,6336
YLR255C,4164,6161,6228,896,2296
YLR256W,1137,1317,5481,1885,2583
YLR256W-A,5481,1469,4351,1781,6520
YLR257W,5565,2865,5100,995,5331
YLR258W,1635,3401,6629,3959,3700
YLR259C,3540,5753,4954,6405,5981
YLR260W,3954,3397,1350,449,2688
YLR261C,4369,4307,5689,3380,2780
YLR262C,1880,1555,1178,4122,1997
YLR262C-A,2836,2062,1973,4702,3504
YLR263W,6108,3093,1876,1341,399
YLR264C-A,1008,2823,4065,2198,5913
YLR264W,846,298,446,6560,1804
YLR265C,2186,5735,668,5060,4863
YLR266C,1475,123,5503,2580,4682
YLR267W,4864,1431,4786,2436,6189
YLR268W,3014,4161,6654,5814,1235
YLR269C,3517,2385,1854,-2,-2
YLR270W,5917,2270,1031,4281,2872
YLR271W,5473,2216,2666,4549,5347
YLR272C,4169,1386,227,2059,6373
YLR273C,4365,1779,1876,5922,300
YLR274W,4187,3176,87,313,1560
YLR275W,5900,4984,4652,6552,1894
YLR276C,5174,6200,5954,4325,5228
YLR277C,4199,3587,6565,5443,1357
YLR278C,721,6138,1941,4578,2953
YLR279W,4390,4389,-2,-2,-2
YLR280C,4390,4360,5665,348,4435
YLR281C,4392,4210,5674,4402,4389
YLR282C,-2,-2,-2,-2,-2
YLR283W,4390,4210,4402,5252,6268
YLR284C,3909,2304,5325,3514,4644
YLR285C-A,2716,4065,3456,-2,-2
YLR285W,537,6539,5134,547,3625
YLR286C,4216,2915,1437,2122,1867
YLR286W-A,4396,-2,-2,-2,-2
YLR287C,298,446,3089,3399,1804
YLR287C-A,298,446,3089,3399,1804
YLR288C,6358,6125,399,1928,1268
YLR289W,410,707,5301,6291,4319
YLR290C,5557,4390,4304,887,1251
YLR291C,3501,3926,1262,2454,6008
YLR292C,6002,436,6252,1823,4498
YLR293C,1032,4450,2193,2602,1396
YLR294C,4407,3678,4515,5631,6477
YLR295C,3678,6236,4406,1444,3617
YLR296W,1266,3254,6484,169,-2
YLR297W,5931,1273,6620,304,2123
YLR298C,5900,1286,3079,4233,4384
YLR299C-A,4412,-2,-2,-2,-2
YLR299W,2077,6249,5602,3361,557
YLR300W,2668,5935,4396,3190,2212
YLR301W,4404,1223,960,2768,3564
YLR302C,2573,2574,2552,1350,4065
YLR303W,1831,2531,5400,2058,3505
YLR304C,5468,5148,5875,3617,1792
YLR305C,3887,1255,3360,2047,4983
YLR306W,907,6524,4213,5693,6159
YLR307C-A,5002,4123,774,4065,4130
YLR307W,1437,4396,4240,62,4422
YLR308W,1437,4396,4240,62,4421
YLR309C,429,4369,3261,6553,6401
YLR310C,5839,5215,4335,3262,3429
YLR311C,4426,4864,2864,4277,173
YLR312C,5893,6507,207,4425,5638
YLR312W-A,6335,1383,3596,2604,2689
YLR313C,6301,5980,6059,5501,4434
YLR314C,656,2875,3571,2429,3586
YLR315W,1452,4432,6174,1376,1306
YLR316C,3291,5620,6520,1206,4432
YLR317W,4431,4430,4718,4545,5260
YLR318W,4339,2836,3019,988,5060
YLR319C,4033,5394,1998,1899,3187
YLR320W,6634,3302,2927,5693,6595
YLR321C,2070,3150,6491,3908,4739
YLR322W,3614,286,5797,3920,2613
YLR323C,4984,4048,5480,5368,2271
YLR324W,1550,6485,2923,836,4975
YLR325C,846,298,446,6560,1804
YLR326W,6577,5851,4719,433,1892
YLR327C,1796,905,2045,2628,1635
YLR328W,2840,5957,2080,5247,5896
YLR329W,2930,2712,4892,2312,1766
YLR330W,3359,5009,3927,6049,273
YLR331C,4447,1546,1163,1650,4065
YLR332W,4491,5738,5407,5616,2441
YLR333C,2244,4111,846,298,446
YLR334C,2496,1693,4459,5781,2126
YLR335W,3138,85,4405,2027,3175
YLR336C,3289,3746,6571,1053,4018
YLR337C,1998,5925,4866,800,1457
YLR338W,4452,3790,4734,224,1198
YLR339C,4455,4056,667,4922,2815
YLR340W,1128,846,298,446,6560
YLR341W,1595,2040,2039,2962,2523
YLR342W,6635,2399,5086,238,273
YLR342W-A,6279,6285,2110,2338,2341
YLR343W,6145,5935,4449,1693,2668
YLR344W,846,298,446,6560,1804
YLR345W,3419,5696,4497,1717,3130
YLR346C,2402,5906,4548,2597,5916
YLR347C,5312,4405,5836,5089,5929
YLR347W-A,4463,-2,-2,-2,-2
YLR348C,4466,3689,3572,6346,567
YLR349W,4465,1999,-2,-2,-2
YLR350W,5074,1098,311,3887,2408
YLR351C,6270,950,4861,4109,1590
YLR352W,907,1389,1362,4180,4328
YLR353W,6051,697,4167,2528,277
YLR354C,6532,376,463,5364,4497
YLR355C,4865,3511,590,597,3646
YLR356W,5636,3172,886,5578,5239
YLR357W,3150,2070,3908,4847,714
YLR358C,4474,3072,5260,2947,1818
YLR359W,92,4878,5343,3600,5078
YLR360W,4346,6280,354,390,2049
YLR361C,2841,2845,5828,5747,1828
YLR361C-A,4065,3529,1897,2462,5062
YLR362W,612,1860,3390,1142,936
YLR363C,4835,4482,3999,5910,3177
YLR363W-A,4481,5788,155,2912,2966
YLR364C-A,4486,-2,-2,-2,-2
YLR364W,264,1585,6216,6249,1135
YLR365W,4065,2870,-2,-2,-2
YLR366W,4483,-2,-2,-2,-2
YLR367W,298,1804,3643,4669,2769
YLR368W,1389,444,1270,907,3062
YLR369W,2112,6296,5981,894,6216
YLR370C,509,800,3675,3560,5506
YLR371W,6635,5738,5205,4447,3142
YLR372W,693,423,784,4973,663
YLR373C,6288,5075,2442,1600,3097
YLR374C,4495,646,-2,-2,-2
YLR375W,6211,4494,2381,4688,3623
YLR376C,1114,3156,2691,2643,3352
YLR377C,4000,463,1792,2624,4471
YLR378C,1823,3259,6252,1123,1736
YLR379W,2019,4500,3655,5372,2015
YLR380W,3409,3931,3060,4499,1596
YLR381W,3631,6504,364,1306,6174
YLR382C,2568,1055,2649,1402,6256
YLR383W,5586,1645,4089,1344,878
YLR384C,6260,6244,2583,2965,5093
YLR385C,2366,4643,505,1556,1236
YLR386W,5451,2047,5166,2049,4346
YLR387C,2944,6472,2125,6375,281
YLR388W,846,298,446,6560,1804
YLR389C,3996,4051,1646,3613,5050
YLR390W,2668,2299,3765,3766,2572
YLR390W-A,2668,2299,3765,3766,2572
YLR392C,2050,3344,6075,234,6487
YLR393W,6690,6696,6236,6689,1277
YLR394W,835,1955,1645,2712,2349
YLR395C,6703,2807,3431,1652,4121
YLR396C,1,5003,1117,4234,848
YLR397C,4091,4157,1140,3238,6251
YLR398C,6662,2312,5815,5355,5111
YLR399C,2366,5225,1556,4505,5142
YLR399W-A,4519,-2,-2,-2,-2
YLR400W,4535,-2,-2,-2,-2
YLR401C,4802,6376,6020,146,5174
YLR402W,-2,-2,-2,-2,-2
YLR403W,4327,2985,6127,1210,6562
YLR404W,586,3947,1377,5177,5993
YLR405W,3385,5650,2832,5175,843
YLR406C,2244,4111,446,3089,6560
YLR406C-A,4065,-2,-2,-2,-2
YLR407W,5357,4855,2669,6213,5043
YLR408C,1419,5201,2175,1627,3727
YLR409C,3327,5066,4890,3769,522
YLR410W,1049,1371,5907,5143,1216
YLR410W-A,5006,4270,4051,1180,3996
YLR410W-B,991,1547,998,1072,3633
YLR411W,2949,4019,1326,4771,4317
YLR412C-A,4065,994,2637,-2,-2
YLR412W,4732,5596,555,4281,4282
YLR413W,5020,3802,6077,1563,4678
YLR414C,4297,4655,308,5567,5968
YLR415C,4065,2022,2308,3187,1456
YLR416C,6595,-2,-2,-2,-2
YLR417W,6158,3663,589,4107,3706
YLR418C,2344,5705,555,5862,2312
YLR419W,4018,718,3924,406,938
YLR420W,3392,3891,4096,4717,1649
YLR421C,3258,4699,6009,2777,1739
YLR422W,4335,4017,5303,6124,3188
YLR423C,6328,1054,6658,2277,6507
YLR424W,2216,4201,3922,989,2666
YLR425W,6635,6224,2441,983,5205
YLR426W,6131,1030,5555,267,1144
YLR427W,3974,2698,315,4829,3531
YLR428C,4554,6407,-2,-2,-2
YLR429W,1998,800,4062,1170,5506
YLR430W,6354,5374,916,2643,5784
YLR431C,3443,925,2049,2277,6658
YLR432W,4988,4660,3004,5343,117
YLR433C,366,3867,5138,3833,4662
YLR434C,4560,4125,-2,-2,-2
YLR435W,2287,831,5330,3671,5886
YLR436C,5083,6355,3228,679,4905
YLR437C,4663,874,5978,3282,2563
YLR437C-A,4565,-2,-2,-2,-2
YLR438C-A,5042,3849,5900,148,6552
YLR438W,6270,3348,6076,3861,2790
YLR439W,5891,5408,4626,1474,3321
YLR440C,5381,2242,1569,2194,5814
YLR441C,846,298,446,6560,1804
YLR442C,812,3459,1278,4004,5141
YLR443W,2601,5417,4571,5826,366
YLR444C,4570,221,2838,5417,5950
YLR445W,1516,1341,1577,2712,2982
YLR446W,463,5364,620,4497,2353
YLR447C,1655,4808,389,6399,2384
YLR448W,846,298,446,6560,1804
YLR449W,5174,3983,1721,4802,3848
YLR450W,4738,4979,2558,2903,2754
YLR451W,597,2102,5222,1632,3677
YLR452C,2751,5960,1983,607,3422
YLR453C,5339,551,1000,4092,1119
YLR454W,4555,1653,3035,5345,6342
YLR455W,5800,6488,3576,177,6289
YLR456W,1025,1657,3655,5458,2015
YLR457C,2171,6422,4585,4012,3274
YLR458W,4584,-2,-2,-2,-2
YLR459W,1504,2966,1392,4171,4043
YLR460C,762,276,4095,5859,898
YLR461W,2738,5548,1618,4076,1680
YLR462W,4590,4592,4595,1712,4745
YLR463C,4592,4589,1711,4595,1710
YLR464W,-2,-2,-2,-2,-2
YLR465C,4590,4589,4595,1710,245
YLR466C-A,-2,-2,-2,-2,-2
YLR466C-B,4596,4589,4590,4592,4595
YLR466W,4597,4589,3006,4081,5465
YLR467C-A,4594,4597,4595,4589,4590
YLR467W,4595,4081,1712,5465,2744
YML001W,1880,2221,848,4516,5003
YML002W,4600,4603,4602,6228,289
YML003W,4599,6228,4603,4602,4705
YML004C,5776,1328,1609,6449,5106
YML005W,6371,2145,5701,2832,5517
YML006C,4177,1548,3154,4599,4600
YML007C-A,1239,1165,5069,630,1942
YML007W,2986,4629,256,487,2593
YML008C,4184,4973,5404,2105,2092
YML009C,5115,6346,6169,3664,3321
YML009C-A,4609,2433,4610,4791,861
YML009W-B,4608,4610,861,4791,4100
YML010W,2489,2916,5892,2166,2433
YML011C,1370,1915,1668,6005,373
YML012C-A,869,4614,5335,212,2402
YML012W,84,2093,2299,2878,4377
YML013W,2418,472,900,4310,435
YML014W,5517,1181,5684,2310,146
YML015C,467,1186,4753,4998,2208
YML016C,3973,5790,2028,3391,1076
YML017W,6088,5219,6278,1576,1928
YML018C,5937,3443,2880,1814,4343
YML019W,4910,3259,1624,2116,5841
YML020W,3602,6250,59,412,1930
YML021C,527,141,943,5813,344
YML022W,4476,5261,4988,3600,1524
YML023C,1757,5586,1645,4503,878
YML024W,846,298,446,6560,1804
YML025C,5891,161,410,4566,3321
YML026C,846,298,446,6560,1804
YML027W,4795,424,5415,723,4970
YML028W,2593,4193,4126,3754,3021
YML029W,4310,5562,472,4614,900
YML030W,5487,2289,1160,170,6705
YML031C-A,4633,-2,-2,-2,-2
YML031W,4888,4100,4632,861,208
YML032C,5438,87,1837,2260,1035
YML034C-A,1501,4636,2941,6261,4100
YML034W,862,5312,1509,5501,3274
YML035C,3600,1277,4476,5343,1924
YML036W,2647,3939,3449,3998,877
YML037C,3129,2463,5423,4065,6489
YML038C,2324,1626,6409,5027,1508
YML039W,5006,5112,4270,4051,1180
YML040W,89,5006,6477,3304,2638
YML041C,1556,4168,505,6400,5225
YML042W,3909,5838,5325,4277,1743
YML043C,136,3280,5044,4226,147
YML045W,6477,5006,5006,3304,2638
YML045W-A,5006,4270,4051,1180,3996
YML046W,3674,4984,3079,2853,4410
YML047C,3951,290,3391,4650,6350
YML047W-A,4649,-2,-2,-2,-2
YML048W,4164,992,2862,4570,3377
YML049C,5900,4984,6552,813,3469
YML050W,3178,4165,3530,4690,5505
YML051W,1040,6413,269,4164,270
YML052W,2457,1697,4539,6160,1457
YML053C,1785,4816,4065,3503,3155
YML054C,1987,953,957,4277,1705
YML054C-A,4065,4286,4163,-2,-2
YML055W,3233,3504,4149,1736,1823
YML056C,4988,4557,3004,5343,3749
YML057C-A,4662,6135,479,4227,6270
YML057W,366,3867,4558,5138,6313
YML058W,874,4562,399,6315,3282
YML058W-A,3282,3084,2563,874,399
YML059C,6269,3991,5560,5919,4754
YML060W,141,5596,13,4622,1134
YML061C,2937,1837,4958,4634,3785
YML062C,2941,5259,855,1179,1450
YML063W,298,446,6560,1804,3643
YML064C,94,4809,25,3548,2463
YML065W,4187,313,3541,473,4013
